id,player_id,match_id,agent_id,team_id,kills,deaths,assists,kda
3152,473,22784,14,10423,10,6,13,3.8333333333333335
3153,16,11100,1,6587,20,30,7,0.9
3154,743,14308,13,4730,9,12,13,1.8333333333333333
3155,474,5181,18,5717,26,9,15,4.555555555555555
3157,107,16907,16,11907,20,29,20,1.3793103448275863
3159,355,1579,1,2738,4,16,6,0.625
3160,476,6825,17,8207,16,2,16,16.0
3161,171,11968,10,5393,24,26,16,1.5384615384615385
3163,501,11125,15,2253,27,19,18,2.3684210526315788
3164,731,6696,3,5480,7,14,20,1.9285714285714286
3167,899,19119,12,1950,0,6,0,0.0
3169,655,28675,10,3028,1,7,14,2.142857142857143
3170,302,28191,20,13206,22,23,2,1.0434782608695652
3172,908,17428,11,11539,20,17,20,2.3529411764705883
3174,455,29404,12,8254,14,11,7,1.9090909090909092
3176,253,12331,3,6338,0,28,7,0.25
3179,361,26054,8,5465,9,24,3,0.5
3180,917,8320,19,10432,21,1,2,23.0
3181,502,62,8,5835,2,20,13,0.75
3182,223,28410,19,8045,10,9,9,2.111111111111111
3184,170,7371,9,5234,26,8,15,5.125
3185,844,21595,11,2374,22,29,5,0.9310344827586207
3188,170,21338,5,3773,28,28,19,1.6785714285714286
3191,45,19392,15,13702,13,14,6,1.3571428571428572
3193,311,10110,15,8532,13,17,9,1.2941176470588236
3194,755,15890,10,14047,23,0,9,32.0
3196,388,10031,14,6913,26,8,11,4.625
3198,422,5508,16,13950,30,19,2,1.6842105263157894
3199,327,11008,19,3419,15,28,10,0.8928571428571429
3200,588,29365,4,4843,10,17,18,1.6470588235294117
3201,364,6905,13,10336,25,5,16,8.2
3202,858,9566,19,8984,11,19,4,0.7894736842105263
3203,954,8884,2,14463,5,19,6,0.5789473684210527
3207,457,11830,2,12851,20,0,14,34.0
3210,282,18044,13,11236,3,25,5,0.32
3211,78,11334,14,13785,3,6,8,1.8333333333333333
3214,730,28970,18,1553,19,20,13,1.6
3215,448,5542,6,12517,0,29,13,0.4482758620689655
3216,301,7387,6,10220,7,23,0,0.30434782608695654
3218,703,27962,14,2353,21,19,19,2.1052631578947367
3219,368,10815,13,8923,13,4,11,6.0
3221,447,5566,15,3992,27,3,2,9.666666666666666
3223,173,6308,4,11792,20,25,9,1.16
3226,114,3999,17,5802,6,10,10,1.6
3228,706,24307,6,12649,0,12,10,0.8333333333333334
3230,514,26639,3,12462,29,24,2,1.2916666666666667
3232,620,17989,12,11331,10,0,8,18.0
3234,869,3810,18,1575,6,19,5,0.5789473684210527
3240,825,25238,18,3383,24,24,13,1.5416666666666667
3241,566,2352,13,12534,22,8,11,4.125
3242,638,9562,14,1414,14,30,0,0.4666666666666667
3243,920,18729,4,13943,18,22,18,1.6363636363636365
3244,154,9285,10,6501,17,11,17,3.090909090909091
3245,680,7323,2,5876,7,30,12,0.6333333333333333
3247,35,3288,19,10157,27,18,1,1.5555555555555556
3248,311,19525,12,14620,18,17,3,1.2352941176470589
3250,822,14116,20,3744,0,1,12,12.0
3254,409,12235,18,6339,13,11,4,1.5454545454545454
3255,306,18188,11,3967,10,5,17,5.4
3256,172,23935,12,5976,15,9,4,2.111111111111111
3258,628,28136,6,4407,18,29,3,0.7241379310344828
3260,277,28499,2,13953,23,7,19,6.0
3262,122,12192,17,6,27,22,17,2.0
3266,750,28313,7,8577,17,29,2,0.6551724137931034
3269,87,1575,18,10232,26,12,13,3.25
3270,851,6915,20,3123,3,2,7,5.0
3273,749,16769,4,5482,15,20,7,1.1
3274,634,17586,6,6019,16,20,13,1.45
3275,678,28557,9,5254,20,12,18,3.1666666666666665
3276,804,25320,12,8292,8,26,9,0.6538461538461539
3277,794,3975,15,5266,25,11,2,2.4545454545454546
3278,973,11487,4,5040,27,4,2,7.25
3279,997,12406,15,5042,20,5,16,7.2
3283,532,29477,8,10765,20,3,17,12.333333333333334
3284,297,20886,19,8657,24,28,1,0.8928571428571429
3285,27,28882,2,5241,30,26,8,1.4615384615384615
3287,843,19494,5,3903,8,1,18,26.0
3290,202,15538,10,7001,0,26,2,0.07692307692307693
3291,284,22418,2,4051,18,26,5,0.8846153846153846
3295,672,24480,18,11573,19,14,12,2.2142857142857144
3296,44,4753,9,2342,5,23,8,0.5652173913043478
3300,822,29740,6,14592,5,24,18,0.9583333333333334
3301,373,8911,7,5252,3,2,12,7.5
3302,337,18034,7,4632,15,25,4,0.76
3304,485,170,10,11941,18,4,20,9.5
3309,163,28193,6,6284,17,16,5,1.375
3310,967,13130,12,9918,16,13,0,1.2307692307692308
3312,51,8612,18,8404,29,16,12,2.5625
3313,291,29544,15,14109,19,1,18,37.0
3314,376,4106,19,5323,17,22,17,1.5454545454545454
3316,689,25514,16,14235,23,20,8,1.55
3319,209,26980,6,13610,24,15,18,2.8
3322,725,16760,12,12853,1,6,5,1.0
3323,416,18018,19,7132,2,26,15,0.6538461538461539
3325,513,9040,8,4520,12,19,0,0.631578947368421
3326,927,5364,13,2422,0,27,12,0.4444444444444444
3327,992,1349,3,12724,23,13,19,3.230769230769231
3329,639,25655,14,4084,26,2,4,15.0
3330,325,29811,3,3018,6,6,18,4.0
3331,646,15284,9,3747,11,28,9,0.7142857142857143
3332,597,3524,13,3566,8,27,4,0.4444444444444444
3333,966,29606,19,1422,4,7,4,1.1428571428571428
3334,796,11905,11,4407,6,15,11,1.1333333333333333
3337,868,2096,20,2139,8,7,18,3.7142857142857144
3341,887,6617,3,8863,9,22,6,0.6818181818181818
3343,55,23255,2,337,24,2,18,21.0
3344,885,11408,19,14561,24,21,20,2.0952380952380953
3345,29,20280,4,8193,5,27,0,0.18518518518518517
3346,203,17393,20,6122,24,18,13,2.0555555555555554
3347,822,19565,9,11521,6,12,1,0.5833333333333334
3348,847,17796,15,12390,16,1,14,30.0
3349,870,17373,8,14619,2,26,11,0.5
3351,77,23594,7,1584,1,26,13,0.5384615384615384
3354,378,25116,19,2804,23,11,13,3.272727272727273
3358,285,18930,12,11304,0,2,4,2.0
3361,400,22889,3,8738,13,9,17,3.3333333333333335
3362,252,21433,10,2219,6,8,20,3.25
3363,583,29885,11,14702,25,30,14,1.3
3369,855,923,6,10081,12,15,9,1.4
3370,603,20530,15,6660,3,25,15,0.72
3372,909,11126,9,4587,21,12,6,2.25
3373,359,22210,9,5448,26,27,11,1.3703703703703705
3374,894,23539,2,5634,6,17,2,0.47058823529411764
3376,450,15139,19,12387,26,15,13,2.6
3377,656,25176,20,5729,22,3,10,10.666666666666666
3379,637,23643,4,13723,7,0,10,17.0
3380,930,2194,14,4529,29,17,2,1.8235294117647058
3381,953,9200,15,4265,8,14,15,1.6428571428571428
3382,460,28975,19,14624,4,29,2,0.20689655172413793
3383,856,26638,2,11432,11,2,13,12.0
3385,860,10450,4,14031,21,8,19,5.0
3386,705,11284,17,8218,2,10,8,1.0
3387,607,26651,18,8419,5,23,0,0.21739130434782608
3388,338,27640,17,7392,28,19,14,2.210526315789474
3389,540,19217,20,11539,14,8,14,3.5
3391,207,19003,17,11116,19,30,11,1.0
3392,655,19942,4,678,28,20,4,1.6
3395,134,25153,6,1561,8,12,17,2.0833333333333335
3399,52,15160,7,671,2,16,20,1.375
3400,845,19649,16,760,10,22,18,1.2727272727272727
3401,676,20380,9,4140,0,21,14,0.6666666666666666
3402,779,11215,8,8404,19,4,4,5.75
3404,838,16660,20,7683,11,15,10,1.4
3406,544,18430,17,6336,18,11,2,1.8181818181818181
3407,993,22080,1,2426,28,16,0,1.75
3408,291,9691,2,2264,17,30,11,0.9333333333333333
3409,368,8183,12,11817,6,2,6,6.0
3410,908,21657,20,7912,18,5,6,4.8
3411,650,8348,2,7400,26,8,14,5.0
3412,443,1988,10,179,20,4,17,9.25
3417,372,9458,19,5137,1,8,7,1.0
3420,265,16624,10,5727,19,17,2,1.2352941176470589
3422,132,28623,20,12791,19,16,1,1.25
3425,559,13213,9,7059,1,29,7,0.27586206896551724
3426,857,11280,16,10746,1,21,0,0.047619047619047616
3429,137,1609,2,9099,14,20,19,1.65
3430,215,22153,19,742,28,8,4,4.0
3432,641,18673,7,13673,29,17,16,2.6470588235294117
3434,272,27231,8,4769,0,18,17,0.9444444444444444
3436,901,14746,6,11351,1,18,6,0.3888888888888889
3438,652,9258,14,12472,24,11,19,3.909090909090909
3439,66,15162,5,13335,20,23,14,1.4782608695652173
3444,736,20141,10,6364,0,29,10,0.3448275862068966
3445,62,3355,8,189,14,12,13,2.25
3447,837,27350,8,1695,26,27,16,1.5555555555555556
3450,916,20531,9,1362,20,1,15,35.0
3453,221,14452,9,4314,8,8,15,2.875
3460,549,24906,16,3502,17,6,5,3.6666666666666665
3461,774,2594,16,2886,9,15,0,0.6
3463,871,25475,14,5833,15,22,5,0.9090909090909091
3466,58,4318,6,9882,22,27,3,0.9259259259259259
3467,517,3227,14,13575,28,23,5,1.434782608695652
3469,393,28734,17,4742,16,4,10,6.5
3471,494,19535,8,4392,3,13,11,1.0769230769230769
3472,651,22363,16,1697,2,7,4,0.8571428571428571
3474,209,21370,1,3344,13,20,9,1.1
3475,261,27601,10,14169,23,9,5,3.111111111111111
3482,530,9944,11,8301,5,14,10,1.0714285714285714
3483,695,2843,3,6419,9,25,13,0.88
3486,190,24903,1,10710,19,30,8,0.9
3487,86,4852,18,2545,26,5,4,6.0
3488,415,12219,15,14290,12,25,12,0.96
3489,542,15299,16,14246,25,25,13,1.52
3493,371,27448,12,8647,7,5,15,4.4
3494,66,19933,1,8997,29,18,19,2.6666666666666665
3496,711,26035,9,3563,4,21,3,0.3333333333333333
3497,508,26888,17,2094,15,20,8,1.15
3498,38,23408,4,8153,15,6,17,5.333333333333333
3499,635,14044,16,14096,9,11,1,0.9090909090909091
3502,595,8592,4,4221,2,25,4,0.24
3503,594,13580,18,6043,0,25,8,0.32
3504,971,7873,8,13220,18,7,20,5.428571428571429
3505,556,219,12,14197,2,7,15,2.4285714285714284
3507,474,4374,9,5213,30,11,16,4.181818181818182
3509,602,7797,9,1321,23,27,0,0.8518518518518519
3510,84,22886,13,4180,12,21,5,0.8095238095238095
3511,114,29449,15,4018,4,20,0,0.2
3513,765,23713,17,8747,30,26,5,1.3461538461538463
3516,581,11812,6,7733,17,30,18,1.1666666666666667
3518,304,10478,18,3103,0,17,5,0.29411764705882354
3519,416,26315,19,3600,30,22,6,1.6363636363636365
3520,72,27654,9,184,13,12,18,2.5833333333333335
3521,409,29347,17,620,25,2,0,12.5
3522,309,16237,20,10570,20,18,11,1.7222222222222223
3524,177,23615,20,11048,10,4,15,6.25
3525,44,5724,8,6939,16,18,15,1.7222222222222223
3526,307,22807,17,9722,4,5,13,3.4
3527,264,2069,11,11249,7,11,20,2.4545454545454546
3528,934,2326,1,4665,27,4,15,10.5
3529,700,12918,16,3744,11,21,17,1.3333333333333333
3530,283,16539,13,6497,3,23,7,0.43478260869565216
3532,400,14512,7,9760,16,2,9,12.5
3533,437,6549,10,8440,22,22,8,1.3636363636363635
3534,961,29065,11,8353,16,16,14,1.875
3535,130,14372,2,12813,21,14,12,2.357142857142857
3536,445,5985,15,5238,15,29,10,0.8620689655172413
3537,241,20655,19,12532,16,11,5,1.9090909090909092
3539,985,26378,12,9528,10,24,3,0.5416666666666666
3540,507,18738,1,5069,7,23,2,0.391304347826087
3541,567,7894,12,9317,9,16,1,0.625
3542,431,18649,14,1433,0,13,8,0.6153846153846154
3543,307,13371,5,13554,26,0,13,39.0
3544,694,10146,6,12681,2,22,4,0.2727272727272727
3545,709,12276,10,3336,24,2,17,20.5
3546,287,10095,15,5717,25,4,5,7.5
3548,244,3665,6,1970,23,7,14,5.285714285714286
3549,776,8696,17,13385,2,12,14,1.3333333333333333
3551,553,21629,14,10833,10,15,9,1.2666666666666666
3552,986,11218,16,13399,10,6,1,1.8333333333333333
3553,136,14221,11,2710,23,7,20,6.142857142857143
3554,258,3058,8,7203,23,15,1,1.6
3556,175,23525,18,3045,26,16,1,1.6875
3559,368,3412,18,1048,20,26,11,1.1923076923076923
3560,530,24160,17,14595,4,18,8,0.6666666666666666
3562,639,8417,9,5962,19,30,8,0.9
3563,559,11986,18,1879,6,24,7,0.5416666666666666
3564,495,13554,18,9084,2,20,12,0.7
3570,660,25029,3,13221,21,20,20,2.05
3571,138,24310,19,13724,11,22,9,0.9090909090909091
3572,219,20109,16,5041,11,7,9,2.857142857142857
3573,672,16540,1,9523,0,10,17,1.7
3574,976,8678,14,770,0,6,0,0.0
3575,485,13926,15,10590,12,15,12,1.6
3576,915,22892,3,6979,15,0,0,15.0
3578,172,12521,2,2858,22,13,9,2.3846153846153846
3579,796,29377,3,965,15,29,12,0.9310344827586207
3580,659,24508,14,8735,25,26,15,1.5384615384615385
3582,676,17778,20,9065,12,22,3,0.6818181818181818
3583,676,26539,11,12837,5,7,16,3.0
3584,410,21884,1,14028,14,1,1,15.0
3586,446,2723,12,5262,18,28,0,0.6428571428571429
3587,84,21473,6,13917,1,17,10,0.6470588235294118
3589,836,13008,5,9356,0,3,18,6.0
3592,675,9944,17,10733,28,17,1,1.7058823529411764
3594,211,15899,16,5106,15,17,8,1.3529411764705883
3595,890,2456,18,12034,24,28,1,0.8928571428571429
3596,509,20594,3,11328,16,23,4,0.8695652173913043
3599,90,1516,17,4481,12,23,1,0.5652173913043478
3600,848,23618,12,1583,14,13,12,2.0
3602,206,2491,17,130,19,10,20,3.9
3603,276,26963,12,14344,16,30,13,0.9666666666666667
3604,485,23067,2,2101,20,24,4,1.0
3606,635,5550,12,10900,11,7,15,3.7142857142857144
3607,747,20499,13,8996,22,16,7,1.8125
3608,740,21295,18,1016,16,26,19,1.3461538461538463
3610,310,13307,16,13352,28,1,19,47.0
3611,573,15562,20,11079,3,22,10,0.5909090909090909
3612,342,29010,13,10884,28,12,14,3.5
3614,802,28607,18,4199,5,18,11,0.8888888888888888
3617,983,3195,20,11682,9,28,0,0.32142857142857145
3618,297,24993,14,2523,24,1,16,40.0
3620,914,20429,2,13913,2,18,10,0.6666666666666666
3627,916,29611,6,14634,13,0,17,30.0
3628,536,15558,7,8383,7,26,12,0.7307692307692307
3631,853,18224,3,5745,22,13,12,2.6153846153846154
3633,18,9757,14,3876,27,15,8,2.3333333333333335
3634,325,13524,2,10827,5,30,12,0.5666666666666667
3635,519,27871,19,2865,23,28,20,1.5357142857142858
3637,997,25098,3,10829,13,29,13,0.896551724137931
3638,993,26680,3,4657,0,0,11,11.0
3639,155,18018,20,4558,12,26,13,0.9615384615384616
3640,53,22705,9,4876,4,29,18,0.7586206896551724
3641,274,2663,10,12994,9,25,0,0.36
3643,431,23770,11,4228,1,12,16,1.4166666666666667
3644,953,28110,20,10438,18,23,7,1.0869565217391304
3647,19,7000,4,5743,19,19,2,1.105263157894737
3648,742,2673,3,10560,17,22,18,1.5909090909090908
3650,994,12727,9,13262,29,30,10,1.3
3652,757,14766,19,9538,12,23,3,0.6521739130434783
3654,558,6888,19,12483,26,22,19,2.0454545454545454
3656,420,7515,2,5279,29,2,0,14.5
3657,176,67,15,5658,23,24,15,1.5833333333333333
3661,668,12754,12,12587,24,20,8,1.6
3662,132,22269,2,10872,12,9,13,2.7777777777777777
3663,591,28247,11,576,11,7,2,1.8571428571428572
3665,639,19028,7,1548,12,7,18,4.285714285714286
3666,761,3877,11,3001,15,20,18,1.65
3667,580,1457,8,1399,11,24,10,0.875
3668,851,20262,1,11909,12,27,10,0.8148148148148148
3669,750,21779,18,663,3,16,10,0.8125
3670,486,7146,12,6809,24,23,6,1.3043478260869565
3671,909,25240,10,7840,3,7,16,2.7142857142857144
3674,596,509,19,4898,17,3,11,9.333333333333334
3675,999,20543,12,3591,16,18,0,0.8888888888888888
3677,911,10748,20,11343,19,15,10,1.9333333333333333
3678,713,18511,20,1269,30,6,12,7.0
3680,488,23417,7,14712,27,19,20,2.473684210526316
3681,209,32,4,9700,8,25,1,0.36
3682,920,5348,15,11024,22,23,2,1.0434782608695652
3683,387,11375,7,14763,18,6,8,4.333333333333333
3685,649,29159,15,6388,30,11,11,3.727272727272727
3688,203,1466,20,80,13,30,13,0.8666666666666667
3689,503,24032,3,1096,26,23,15,1.7826086956521738
3690,656,27593,3,10616,25,8,16,5.125
3693,680,26142,13,3624,14,20,4,0.9
3694,154,965,9,1341,5,30,20,0.8333333333333334
3695,716,3426,3,2913,19,28,11,1.0714285714285714
3696,184,27169,19,11920,7,26,1,0.3076923076923077
3698,460,12122,4,10957,0,13,14,1.0769230769230769
3700,171,1738,10,6578,13,29,7,0.6896551724137931
3702,609,9188,11,5056,8,11,6,1.2727272727272727
3703,182,7808,4,4301,21,8,14,4.375
3704,853,27144,19,2955,16,29,7,0.7931034482758621
3706,264,20785,20,3052,3,2,9,6.0
3707,105,9887,17,262,8,13,16,1.8461538461538463
3708,985,2784,16,1958,24,21,8,1.5238095238095237
3709,272,11157,15,10852,23,9,16,4.333333333333333
3710,736,17131,15,10148,6,7,14,2.857142857142857
3711,195,3275,6,8773,6,28,12,0.6428571428571429
3712,752,944,20,5166,29,21,8,1.7619047619047619
3716,63,18200,4,8126,3,0,7,10.0
3717,579,24307,4,14172,28,19,7,1.8421052631578947
3719,673,21075,5,14652,7,3,9,5.333333333333333
3720,905,16111,9,7675,11,27,17,1.037037037037037
3725,381,4235,5,12203,13,23,9,0.9565217391304348
3728,481,25927,16,10877,24,27,10,1.2592592592592593
3729,451,5627,12,7301,16,2,0,8.0
3731,261,7449,2,430,10,0,1,11.0
3732,967,19765,6,362,19,9,13,3.5555555555555554
3733,82,21064,8,14382,11,15,12,1.5333333333333334
3734,348,1447,15,1191,12,13,6,1.3846153846153846
3739,156,16788,17,13957,2,1,11,13.0
3740,82,14620,18,12042,26,2,8,17.0
3741,8,2323,11,10617,4,0,14,18.0
3742,206,21547,16,1160,27,24,11,1.5833333333333333
3743,945,1144,3,8198,1,15,18,1.2666666666666666
3747,227,22991,15,11877,15,1,7,22.0
3748,754,19753,8,2057,20,24,1,0.875
3749,61,16876,10,1344,2,11,13,1.3636363636363635
3752,134,4898,5,14540,23,12,2,2.0833333333333335
3753,233,2794,11,1305,12,8,10,2.75
3756,555,27977,19,14731,24,5,8,6.4
3758,760,15279,13,1172,16,12,3,1.5833333333333333
3759,69,1216,12,848,22,20,8,1.5
3760,331,23334,20,10239,8,15,0,0.5333333333333333
3764,747,21999,13,8263,27,25,13,1.6
3765,538,17768,5,3809,19,2,16,17.5
3766,750,16553,11,11319,8,8,16,3.0
3768,509,8988,2,13259,26,13,5,2.3846153846153846
3769,969,4235,1,943,13,2,9,11.0
3772,80,7469,8,10310,16,3,10,8.666666666666666
3773,705,7349,18,14869,4,8,17,2.625
3774,387,3221,11,779,0,24,19,0.7916666666666666
3775,568,16081,9,14853,4,11,12,1.4545454545454546
3778,237,25705,10,13638,24,23,14,1.6521739130434783
3779,59,4084,2,7950,10,21,20,1.4285714285714286
3780,305,1447,15,2475,7,14,9,1.1428571428571428
3783,64,10593,5,3380,15,4,14,7.25
3784,56,27915,17,7850,19,27,15,1.2592592592592593
3785,104,12256,20,7650,9,27,10,0.7037037037037037
3787,875,4549,8,11494,1,24,11,0.5
3788,909,690,7,5660,21,12,15,3.0
3790,711,7023,8,6402,26,19,11,1.9473684210526316
3791,88,8729,2,5865,8,6,11,3.1666666666666665
3794,846,13520,7,5403,28,17,3,1.8235294117647058
3795,707,27872,9,13895,29,17,10,2.2941176470588234
3798,147,12142,11,10824,17,0,6,23.0
3800,59,7739,20,10144,11,17,14,1.4705882352941178
3803,822,2060,17,9319,8,0,6,14.0
3804,87,11326,6,14195,15,5,17,6.4
3805,28,16297,11,12020,2,19,12,0.7368421052631579
3806,27,3392,16,3659,3,8,6,1.125
3807,745,17415,9,7566,26,12,15,3.4166666666666665
3808,449,24887,1,14378,0,16,10,0.625
3809,150,19272,8,1466,24,28,1,0.8928571428571429
3811,865,18471,8,6096,20,13,16,2.769230769230769
3813,391,11765,9,6938,22,7,14,5.142857142857143
3816,436,18346,16,75,0,24,17,0.7083333333333334
3821,838,14248,16,6521,21,11,7,2.5454545454545454
3822,693,7776,3,12765,8,19,0,0.42105263157894735
3824,469,4595,8,1123,29,11,14,3.909090909090909
3825,199,25158,10,13864,5,16,7,0.75
3826,605,24126,2,240,22,9,20,4.666666666666667
3827,585,19909,3,1407,21,3,20,13.666666666666666
3828,802,26684,6,6411,7,6,2,1.5
3829,252,2571,10,6557,21,9,5,2.888888888888889
3831,704,746,12,5524,19,3,18,12.333333333333334
3833,511,9558,13,12599,14,1,10,24.0
3834,749,22385,16,4492,24,27,9,1.2222222222222223
3835,471,11139,9,9983,10,5,14,4.8
3837,592,11207,15,12670,10,29,10,0.6896551724137931
3838,780,7984,15,10694,20,1,19,39.0
3839,342,24173,12,7012,18,8,1,2.375
3840,354,20000,18,9959,24,11,19,3.909090909090909
3842,234,1367,5,7186,27,4,8,8.75
3843,13,2196,14,9168,5,20,20,1.25
3844,571,26746,17,13625,21,1,17,38.0
3845,45,27375,4,12635,19,16,7,1.625
3846,290,27013,18,747,21,24,8,1.2083333333333333
3851,842,12425,20,14811,17,10,3,2.0
3853,147,25119,17,2557,6,10,9,1.5
3855,304,7320,8,1461,20,15,5,1.6666666666666667
3856,286,20326,16,13254,9,1,5,14.0
3858,844,2693,9,13294,26,19,2,1.4736842105263157
3861,626,27361,18,7144,10,26,5,0.5769230769230769
3863,193,18460,11,13010,13,3,7,6.666666666666667
3865,553,21178,5,12911,11,0,9,20.0
3866,216,19463,12,12974,9,12,6,1.25
3867,168,24868,14,1148,28,30,11,1.3
3868,672,13908,4,7771,17,15,4,1.4
3871,593,29690,8,10827,24,30,12,1.2
3872,400,29597,2,539,8,6,20,4.666666666666667
3877,179,2958,19,7610,17,18,12,1.6111111111111112
3879,635,4293,8,2188,25,13,9,2.6153846153846154
3880,252,4627,13,14561,8,18,7,0.8333333333333334
3882,105,17021,17,10224,24,4,19,10.75
3883,2,87,14,14066,14,14,7,1.5
3884,934,9518,17,9345,26,18,12,2.111111111111111
3887,424,3312,5,3078,10,16,3,0.8125
3888,16,16065,11,12073,29,24,16,1.875
3889,446,24191,16,1060,14,17,19,1.9411764705882353
3891,112,12232,12,5171,30,19,17,2.473684210526316
3893,39,22419,17,13972,23,4,12,8.75
3894,988,631,5,14408,5,26,20,0.9615384615384616
3895,128,7776,6,13981,13,9,8,2.3333333333333335
3898,749,21968,7,8611,3,30,20,0.7666666666666667
3901,191,18788,8,2648,16,25,9,1.0
3902,58,10280,19,14215,21,7,18,5.571428571428571
3908,795,18031,14,1119,20,24,0,0.8333333333333334
3910,906,4787,9,13153,12,4,0,3.0
3911,73,14182,4,3471,23,16,9,2.0
3913,874,20844,15,10767,5,8,17,2.75
3916,878,18089,15,8473,22,13,8,2.3076923076923075
3917,882,27465,12,6010,11,20,15,1.3
3918,816,27328,9,8089,15,17,7,1.2941176470588236
3920,527,10754,6,8839,3,5,1,0.8
3921,890,28601,7,3066,28,10,19,4.7
3926,30,5701,9,11788,26,2,3,14.5
3927,113,25743,13,32,5,7,13,2.5714285714285716
3928,280,5810,15,594,1,7,18,2.7142857142857144
3931,544,12421,9,14875,3,22,7,0.45454545454545453
3932,373,24256,16,8950,26,28,7,1.1785714285714286
3933,553,15827,12,7829,1,30,14,0.5
3934,538,11753,3,14081,3,15,17,1.3333333333333333
3935,792,11668,3,2956,15,26,20,1.3461538461538463
3936,756,4063,10,4784,3,19,16,1.0
3937,6,19992,19,5400,16,29,14,1.0344827586206897
3938,236,9192,14,390,12,7,18,4.285714285714286
3940,114,12499,9,3862,6,7,20,3.7142857142857144
3943,256,277,15,5453,23,4,12,8.75
3945,160,27194,11,11371,28,28,5,1.1785714285714286
3946,595,24480,1,6195,18,12,13,2.5833333333333335
3947,798,28137,9,11104,8,2,0,4.0
3948,673,8522,19,8812,30,6,7,6.166666666666667
3949,366,11772,11,3839,26,25,13,1.56
3950,969,29632,8,12257,26,11,2,2.5454545454545454
3951,691,1870,15,2098,21,22,19,1.8181818181818181
3953,721,12464,7,9999,21,1,15,36.0
3954,530,11714,2,7250,12,30,15,0.9
3955,308,24646,17,13379,2,23,19,0.9130434782608695
3956,333,8491,7,12667,8,24,5,0.5416666666666666
3958,349,2748,2,11298,23,17,9,1.8823529411764706
3964,494,24100,18,10043,28,2,10,19.0
3965,448,6976,11,13676,11,1,14,25.0
3966,847,5016,3,10388,2,13,16,1.3846153846153846
3967,284,23247,6,9913,2,12,18,1.6666666666666667
3968,42,17768,9,2183,2,17,10,0.7058823529411765
3969,291,293,12,4278,24,0,15,39.0
3970,495,25935,17,5436,10,22,19,1.3181818181818181
3972,207,26310,17,10154,7,29,15,0.7586206896551724
3973,771,4331,1,14779,27,7,7,4.857142857142857
3974,794,28987,7,6761,1,11,8,0.8181818181818182
3975,384,28723,1,13458,6,16,7,0.8125
3979,537,4462,17,13091,18,4,2,5.0
3981,778,6601,15,6938,23,21,1,1.1428571428571428
3982,853,8196,3,9642,25,5,1,5.2
3983,135,6598,13,10539,16,2,14,15.0
3984,44,7968,1,9393,24,1,0,24.0
3987,528,28719,10,6926,9,6,6,2.5
3989,134,22142,8,4734,10,13,16,2.0
3995,652,28293,13,8558,5,29,15,0.6896551724137931
3996,791,10295,5,1544,2,14,10,0.8571428571428571
3997,897,5637,19,11821,15,28,14,1.0357142857142858
4000,893,27034,19,2532,0,12,2,0.16666666666666666
4001,880,28300,15,3377,11,28,11,0.7857142857142857
4002,491,28683,19,14869,10,22,18,1.2727272727272727
4003,3,28706,18,1228,28,6,8,6.0
4005,758,5515,3,2100,5,7,10,2.142857142857143
4006,698,13537,15,814,11,24,1,0.5
4008,973,3913,12,9533,5,17,7,0.7058823529411765
4010,834,27821,19,2832,25,15,13,2.533333333333333
4011,388,413,13,13980,30,13,17,3.6153846153846154
4016,895,21209,18,13828,18,3,14,10.666666666666666
4018,814,10703,18,8889,20,1,13,33.0
4021,411,18733,19,3603,14,22,9,1.0454545454545454
4022,257,6150,2,7769,26,12,12,3.1666666666666665
4025,614,27671,11,2213,0,3,16,5.333333333333333
4027,88,14536,1,1324,10,11,9,1.7272727272727273
4028,432,3616,2,2147,25,27,1,0.9629629629629629
4029,424,12467,20,2629,9,12,14,1.9166666666666667
4030,516,3933,1,1438,26,28,15,1.4642857142857142
4031,770,11757,4,3186,11,30,9,0.6666666666666666
4034,935,16127,19,8116,18,25,4,0.88
4036,591,1936,14,2197,5,6,2,1.1666666666666667
4037,778,7583,5,14214,18,8,13,3.875
4038,119,28189,18,11430,21,28,8,1.0357142857142858
4039,543,431,16,5883,16,15,0,1.0666666666666667
4041,984,15284,19,9754,30,28,10,1.4285714285714286
4042,719,11778,8,1187,21,16,8,1.8125
4043,634,27443,15,10316,29,29,20,1.6896551724137931
4044,34,28369,8,5027,26,29,18,1.5172413793103448
4046,512,13252,13,9421,1,28,6,0.25
4047,391,18043,9,12925,14,0,10,24.0
4050,771,24004,13,2893,28,25,19,1.88
4051,786,27809,1,6674,13,23,20,1.434782608695652
4052,394,6150,9,5062,7,21,6,0.6190476190476191
4053,266,28797,1,11337,29,9,9,4.222222222222222
4055,208,693,18,5283,24,12,10,2.8333333333333335
4056,828,18794,17,4000,25,23,13,1.6521739130434783
4059,139,10319,8,11278,12,13,16,2.1538461538461537
4060,660,16542,11,13270,2,5,17,3.8
4062,40,7097,9,11701,25,4,19,11.0
4063,110,1460,14,8517,18,24,2,0.8333333333333334
4066,750,22603,12,1310,5,8,16,2.625
4067,664,2078,13,6216,21,13,0,1.6153846153846154
4069,832,21167,3,14293,28,16,12,2.5
4070,168,9172,11,3090,10,25,12,0.88
4072,464,15145,18,14633,14,8,0,1.75
4073,90,12758,3,11960,2,16,1,0.1875
4074,8,13137,9,1042,14,11,19,3.0
4075,520,10713,19,10193,0,21,15,0.7142857142857143
